codeInseeCommune,codeInstallation,libelle,nbParkingHandi,gardien,metro,bus,tram,train,bateau,autreTransport,aucunTransport,dateMAJ,dateCreation
31555,I315550028,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,,
31555,I315550030,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,,
31555,I315550034,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,,
31555,I315550035,Etablissement scolaire,0,Non,1,1,0,0,0,0,0,,
31555,I315550036,Etablissement scolaire,0,Non,0,1,0,1,0,0,0,,
31555,I315550037,Etablissement scolaire,0,Non,1,1,0,0,0,0,0,,
31555,I315550038,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,,
31555,I315550039,Etablissement scolaire,0,Non,1,1,0,0,0,0,0,16/07/2017,16/07/2017
31555,I315550040,Etablissement scolaire,0,Non,0,1,1,0,0,0,0,,
31555,I315550041,Etablissement scolaire,0,Non,1,1,0,0,0,0,0,17/05/2019,07/12/2016
31555,I315550042,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,,
31555,I315550043,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,,
31555,I315550045,Etablissement scolaire,0,Non,0,1,1,0,0,0,0,,
31555,I315550046,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,,
31555,I315550047,Etablissement scolaire,0,Non,1,1,0,0,0,0,0,14/05/2019,
31555,I315550048,Etablissement scolaire,0,Non,1,1,0,0,0,0,0,,
31555,I315550049,Etablissement scolaire,0,Non,0,1,1,0,0,0,0,,
31555,I315550050,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,,
31555,I315550051,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,,
31555,I315550052,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,,
31555,I315550053,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,,
31555,I315550054,Etablissement scolaire,0,Non,1,1,0,0,0,0,0,,
31555,I315550055,Etablissement scolaire,0,Avec logement de gardien,0,1,0,0,0,0,0,14/04/2013,14/04/2013
31555,I315550056,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,,
31555,I315550057,Etablissement scolaire,0,Avec logement de gardien,0,1,0,0,0,0,0,,
31555,I315550058,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,,
31555,I315550059,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,,
31555,I315550060,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,,
31555,I315550061,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,,
31555,I315550062,Etablissement scolaire,0,Non,0,1,0,1,0,0,0,,
31555,I315550064,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,,
31555,I315550065,Etablissement scolaire,0,Non,1,1,0,0,0,0,0,,
31555,I315550066,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,23/01/2013,23/01/2013
31555,I315550067,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,,
31555,I315550068,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,,
31555,I315550069,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,,
31555,I315550070,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,23/01/2013,23/01/2013
31555,I315550071,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,,
31555,I315550072,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,,
31555,I315550073,Etablissement scolaire,2,Avec logement de gardien,1,1,0,0,0,0,0,08/12/2016,08/12/2016
31555,I315550075,Complexe sportif,10,Sans logement de gardien,1,1,0,0,0,0,0,08/12/2016,08/12/2016
31555,I315550077,Complexe sportif,0,Non,0,1,0,0,0,0,0,10/01/2017,10/01/2017
31555,I315550081,Complexe sportif,2,Non,0,1,0,0,0,0,0,12/01/2017,12/01/2017
31555,I315550136,Etablissement scolaire,0,Avec logement de gardien,0,1,0,0,0,0,0,01/02/2017,01/02/2017
31555,I315550137,Etablissement scolaire,0,Sans logement de gardien,1,1,0,1,0,0,0,17/01/2017,17/01/2017
31555,I315550138,Etablissement scolaire,0,Avec logement de gardien,1,1,0,0,0,0,0,09/12/2016,09/12/2016
31555,I315550139,Etablissement scolaire,0,Avec logement de gardien,1,1,0,0,0,0,0,16/01/2017,16/01/2017
31555,I315550140,Etablissement scolaire,2,Non,1,1,0,0,0,0,0,25/01/2017,25/01/2017
31555,I315550146,Complexe sportif,0,Non,0,1,0,0,0,0,0,20/03/2017,20/03/2017
31555,I315550154,Complexe sportif,2,Non,0,1,0,0,0,0,0,09/12/2016,09/12/2016
31555,I315550174,Complexe sportif,15,Sans logement de gardien,0,1,0,0,0,0,0,16/01/2017,16/01/2017
31555,I315550176,Complexe sportif,3,Non,0,1,0,0,0,0,0,12/11/2012,12/11/2012
31555,I315550178,Etablissement scolaire,0,Avec logement de gardien,0,1,0,0,0,0,0,18/06/2018,20/12/2012
31555,I315550179,Etablissement scolaire,0,Avec logement de gardien,1,1,1,0,0,0,0,17/01/2017,17/01/2017
31555,I315550180,Etablissement scolaire,2,Avec logement de gardien,1,1,1,0,0,0,0,17/01/2017,17/01/2017
31555,I315550181,Etablissement scolaire,2,Avec logement de gardien,0,1,0,0,0,0,0,03/02/2017,03/02/2017
31555,I315550182,Etablissement scolaire,0,Avec logement de gardien,0,1,0,0,0,0,0,09/01/2013,09/01/2013
31555,I315550184,Complexe sportif,0,Non,0,1,0,0,0,0,0,29/08/2016,29/08/2016
31555,I315550185,Complexe sportif,0,Avec logement de gardien,0,1,0,0,0,0,0,29/08/2016,29/08/2016
31555,I315550187,Etablissement scolaire,2,Non,1,1,0,0,0,0,0,13/01/2017,13/01/2017
31555,I315550188,Etablissement scolaire,0,Avec logement de gardien,0,1,0,0,0,0,0,01/02/2017,01/02/2017
31555,I315550189,Etablissement scolaire,2,Non,1,1,0,0,0,0,0,17/01/2017,17/01/2017
31555,I315550190,Etablissement scolaire,0,Non,1,1,0,0,0,0,0,18/01/2017,18/01/2017
31555,I315550191,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,18/01/2017,18/01/2017
31555,I315550192,Etablissement scolaire,1,Avec logement de gardien,1,1,0,0,0,0,0,09/01/2017,09/01/2017
31555,I315550193,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,24/01/2017,24/01/2017
31555,I315550195,Etablissement scolaire,0,Non,1,1,0,0,0,0,0,13/01/2017,13/01/2017
31555,I315550213,Complexe sportif,0,Non,1,1,0,0,0,0,0,08/12/2016,08/12/2016
31555,I315550214,Complexe sportif,2,Non,0,1,0,0,0,0,0,08/12/2016,08/12/2016
31555,I315550216,Etablissement scolaire,0,Non,1,1,0,0,0,0,0,20/01/2017,20/01/2017
31555,I315550217,Complexe sportif,0,Avec logement de gardien,0,1,0,0,0,0,0,10/01/2017,10/01/2017
31555,I315550218,Complexe sportif,0,Non,0,1,0,1,0,0,0,12/01/2017,12/01/2017
31555,I315550220,Etablissement scolaire,0,Non,1,1,0,0,0,0,0,16/01/2017,16/01/2017
31555,I315550221,Etablissement scolaire,0,Non,1,1,0,1,0,0,0,16/01/2017,16/01/2017
31555,I315550222,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,16/12/2012,16/12/2012
31555,I315550224,Complexe sportif,2,Avec logement de gardien,0,1,0,0,0,0,0,09/12/2016,09/12/2016
31555,I315550225,Complexe sportif,0,Sans logement de gardien,1,1,0,0,0,0,0,05/01/2017,05/01/2017
31555,I315550226,Complexe sportif,56,Avec logement de gardien,1,1,1,0,0,0,0,14/06/2019,03/02/2017
31555,I315550227,Complexe sportif,2,Avec logement de gardien,1,1,0,0,0,0,0,09/12/2016,09/12/2016
31555,I315550229,Piscine,0,Sans logement de gardien,0,1,0,0,0,0,0,08/12/2016,08/12/2016
31555,I315550230,Complexe sportif,0,Avec logement de gardien,1,1,0,0,0,0,0,09/12/2016,09/12/2016
31555,I315550231,Complexe sportif,0,Non,0,1,0,0,0,0,0,08/12/2016,08/12/2016
31555,I315550232,Complexe sportif,2,Non,0,1,0,0,0,0,0,08/12/2016,08/12/2016
31555,I315550234,Complexe sportif,3,Non,,,,,,,0,09/12/2016,09/12/2016
31555,I315550238,Complexe sportif,2,Non,0,1,0,0,0,0,0,24/01/2017,24/01/2017
31555,I315550239,Complexe sportif,0,Avec logement de gardien,1,1,0,0,0,0,0,08/12/2016,08/12/2016
31555,I315550240,Complexe sportif,0,Non,0,1,0,0,0,0,0,09/12/2016,09/12/2016
31555,I315550243,Complexe sportif,0,Non,1,1,0,0,0,0,0,04/04/2019,04/04/2019
31555,I315550244,Complexe sportif,2,Non,0,1,0,0,0,0,0,12/01/2017,12/01/2017
31555,I315550248,Complexe sportif,0,Non,0,1,0,0,0,0,0,08/12/2016,08/12/2016
31555,I315550250,Complexe sportif,0,Non,0,1,0,0,0,0,0,08/12/2016,08/12/2016
31555,I315550251,Complexe sportif,0,Non,0,1,0,0,0,0,0,10/01/2017,10/01/2017
31555,I315550252,Complexe sportif,0,Avec logement de gardien,0,1,0,0,0,0,0,10/01/2017,10/01/2017
31555,I315550253,Complexe sportif,2,Avec logement de gardien,1,1,0,0,0,0,0,09/12/2016,09/12/2016
31555,I315550254,Complexe sportif,4,Avec logement de gardien,0,1,0,0,0,0,0,08/12/2016,08/12/2016
31555,I315550255,Complexe sportif,2,Avec logement de gardien,1,1,0,0,0,0,0,12/12/2016,12/12/2016
31555,I315550260,Base de plein air et/ou de loisirs,3,Sans logement de gardien,0,1,0,0,0,0,0,12/10/2018,09/12/2016
31555,I315550261,Complexe sportif,0,Sans logement de gardien,0,1,0,0,0,0,0,09/12/2016,09/12/2016
31555,I315550263,Complexe sportif,0,Sans logement de gardien,1,1,0,0,0,0,0,08/12/2016,08/12/2016
31555,I315550266,Complexe sportif,2,Non,0,1,0,0,0,0,0,12/12/2016,12/12/2016
31555,I315550277,Complexe sportif,0,Non,0,0,0,0,0,0,1,14/06/2019,14/06/2019
31555,I315550291,Complexe sportif,0,Non,1,1,0,0,0,0,0,08/12/2016,08/12/2016
31555,I315550294,Complexe sportif,10,Sans logement de gardien,1,1,0,0,0,0,0,03/02/2017,03/02/2017
31555,I315550296,Complexe sportif,0,Non,0,1,0,0,0,0,0,10/01/2017,10/01/2017
31555,I315550303,Complexe sportif,4,Avec logement de gardien,1,1,0,0,0,0,0,09/12/2016,09/12/2016
31555,I315550304,Complexe sportif,0,Sans logement de gardien,1,1,0,0,0,0,0,07/12/2016,07/12/2016
31555,I315550306,Complexe sportif,2,Non,1,0,0,0,0,0,0,25/01/2017,25/01/2017
31555,I315550311,Etablissement scolaire,0,Non,1,1,0,0,0,0,0,17/01/2017,17/01/2017
31555,I315550312,CREPS ou Ecole nationale,6,Sans logement de gardien,0,1,0,0,0,0,0,12/11/2018,31/01/2017
31555,I315550314,Complexe sportif,2,Non,1,1,0,0,0,0,0,09/12/2016,09/12/2016
31555,I315550319,Etablissement scolaire,0,Non,1,1,0,0,0,0,0,23/01/2017,23/01/2017
31555,I315550320,Etablissement scolaire,0,Non,1,1,0,0,0,0,0,16/12/2012,16/12/2012
31555,I315550321,Etablissement scolaire,0,Non,1,1,0,0,0,0,0,07/01/2013,07/01/2013
31555,I315550336,Etablissement scolaire,0,Non,1,1,0,0,0,0,0,18/01/2017,18/01/2017
31555,I315550337,Etablissement scolaire,0,Non,1,1,1,0,0,0,0,16/01/2017,16/01/2017
31555,I315550372,Etablissement scolaire,,Sans logement de gardien,0,1,0,0,0,0,0,,
31555,I315550380,Etablissement scolaire,,Non,0,1,0,0,0,0,0,,
31555,I315550420,Etablissement scolaire,,-,0,1,0,0,0,0,0,,
31555,I315550435,Complexe sportif,0,Non,0,1,0,0,0,0,0,07/12/2016,07/12/2016
31555,I315550441,Complexe sportif,2,Non,0,1,0,0,0,0,0,24/01/2017,24/01/2017
31555,I315550454,Etablissement scolaire,0,-,0,1,0,0,0,0,0,16/12/2012,16/12/2012
31555,I315550477,Etablissement scolaire,,Non,0,1,0,0,0,0,0,14/05/2019,14/05/2019
31555,I315550478,Etablissement scolaire,,Non,0,1,0,0,0,0,0,16/05/2019,
31555,I315550479,Etablissement scolaire,,Non,,,,,,,,16/05/2019,16/05/2019
31555,I315550480,Etablissement scolaire,,Non,0,1,0,0,0,0,0,16/05/2019,16/05/2019
31555,I315550481,Etablissement scolaire,,Non,0,1,0,0,0,0,0,17/05/2019,17/05/2019
31557,I315570001,Etablissement scolaire,3,Non,0,1,0,0,0,0,0,02/12/2016,02/12/2016
31557,I315570013,Etablissement scolaire,4,Non,0,1,0,0,0,0,0,02/12/2016,02/12/2016
31557,I315570014,Complexe sportif,2,Non,0,1,0,0,0,0,0,02/12/2016,02/12/2016
31557,I315570015,Complexe sportif,4,Non,0,1,0,0,0,0,0,05/12/2016,05/12/2016
31557,I315570016,Complexe sportif,0,Non,0,1,0,0,0,0,0,02/12/2016,02/12/2016
31557,I315570017,Complexe sportif,2,Non,0,1,0,0,0,0,0,02/12/2016,02/12/2016
31557,I315570023,Base de plein air et/ou de loisirs,4,Avec logement de gardien,0,1,0,0,0,0,0,05/12/2016,05/12/2016
31561,I315610001,Complexe sportif,3,Non,0,1,0,0,0,0,0,01/10/2019,05/07/2016
31561,I315610002,Base de plein air et/ou de loisirs,0,Non,0,1,0,0,0,0,0,23/11/2018,03/02/2017
31561,I315610013,Etablissement scolaire,2,Non,0,1,0,0,0,0,0,05/07/2016,05/07/2016
31561,I315610022,Etablissement scolaire,1,Non,0,1,0,0,0,0,0,05/07/2016,05/07/2016
31561,I315610024,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,05/07/2016,05/07/2016
31563,I315630001,Complexe sportif,0,Non,0,0,0,0,0,0,1,25/11/2019,25/11/2019
31569,I315690004,Arodrome/aroport,0,Non,0,0,0,0,0,0,1,30/10/2018,03/03/2014
31573,I315730001,Etablissement scolaire,4,Non,,,,,,,0,01/07/2015,01/07/2015
31573,I315730003,Complexe sportif,0,Non,,,,,,,0,07/07/2015,07/07/2015
31573,I315730006,Base de plein air et/ou de loisirs,0,Non,,,,,,,0,01/07/2015,01/07/2015
31573,I315730007,Base de plein air et/ou de loisirs,0,Non,,,,,,,0,01/07/2015,01/07/2015
31574,I315740005,Etablissement scolaire,2,Non,0,0,0,0,0,0,1,02/12/2019,19/11/2014
31574,I315740007,Etablissement scolaire,1,Non,0,0,0,0,0,0,1,03/12/2019,
31575,I315750001,Complexe sportif,0,Non,0,0,0,0,0,0,1,29/10/2019,29/10/2019
31578,I315780002,Complexe sportif,0,Non,0,0,0,0,0,0,1,21/11/2019,21/11/2019
31578,I315780009,Etablissement scolaire,1,Non,0,1,0,0,0,0,0,19/11/2019,19/11/2019
31582,I315820001,Complexe sportif,0,Avec logement de gardien,0,1,0,0,0,0,0,21/10/2015,21/10/2015
31582,I315820011,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,,
31582,I315820013,Etablissement scolaire,1,Non,0,1,0,0,0,0,0,,
31584,I315840001,Complexe sportif,0,Non,0,1,0,0,0,0,0,28/07/2015,28/07/2015
31584,I315840002,Complexe sportif,0,Non,0,1,0,0,0,0,0,16/11/2018,28/07/2015
31584,I315840004,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,28/07/2015,28/07/2015
31584,I315840012,Etablissement scolaire,0,Non,0,1,0,0,0,0,0,30/07/2015,30/07/2015
31585,I315850001,Complexe sportif,0,Non,0,1,0,0,0,0,0,14/11/2019,14/11/2019
31587,I315870003,Etablissement scolaire,2,Non,0,0,0,0,0,0,1,22/11/2019,22/11/2019
31588,I315880001,Complexe sportif,,Non,0,1,0,0,0,0,0,23/09/2015,23/09/2015
31588,I315880007,Etablissement scolaire,4,Non,0,1,0,0,0,0,0,23/09/2015,23/09/2015
31589,I315890003,Complexe sportif,0,Non,0,0,0,0,0,0,1,07/11/2019,07/11/2019
31592,I315920002,Etablissement scolaire,0,Non,0,0,0,0,0,0,1,18/10/2019,18/10/2019
31592,I315920003,Complexe sportif,4,Non,0,0,0,0,0,0,1,18/10/2019,18/10/2019
